"","monitoring_period","date","site","plot_id","treatment","replicate_number","tag_color","source_population","parent_number","observer","number_gravels_remaining","number_gravels_with_kelp","length_mm","holdfast_diameter_mm","urchins","notes","days_old","total_length_cm","parent_temp_days","site_temp_days","site_plot_id","site_replicate","transplant"
"1083","third",2023-06-27,"warm","2C4","2C","4","blue","cool","two","Lauren Dykman",10,0,NA,NA,0,"0 urchins. Kelp in plot is bleached.","140",NA,"two_cool_140","warm_cool_140","warm_2C4","warm_4","warm_cool"
"1084","third",2023-06-27,"warm","2W4","2W","4","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W4","warm_4","warm_warm"
"1085","third",2023-06-27,"warm","2W4","2W","4","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W4","warm_4","warm_warm"
"1086","third",2023-06-27,"warm","2W4","2W","4","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W4","warm_4","warm_warm"
"1087","third",2023-06-27,"warm","2W4","2W","4","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W4","warm_4","warm_warm"
"1088","third",2023-06-27,"warm","2W4","2W","4","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W4","warm_4","warm_warm"
"1089","third",2023-06-27,"warm","10C5","10C","5","green","cool","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins. 3 urchins just outside plot.","140",NA,"ten_cool_140","warm_cool_140","warm_10C5","warm_5","warm_cool"
"1090","third",2023-06-27,"warm","10C5","10C","5","green","cool","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins. 3 urchins just outside plot.","140",NA,"ten_cool_140","warm_cool_140","warm_10C5","warm_5","warm_cool"
"1091","third",2023-06-27,"warm","10C5","10C","5","green","cool","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins. 3 urchins just outside plot.","140",NA,"ten_cool_140","warm_cool_140","warm_10C5","warm_5","warm_cool"
"1092","third",2023-06-27,"warm","10C5","10C","5","green","cool","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins. 3 urchins just outside plot.","140",NA,"ten_cool_140","warm_cool_140","warm_10C5","warm_5","warm_cool"
"1093","third",2023-06-27,"warm","10C5","10C","5","green","cool","ten","Lauren Dykman",NA,0,NA,NA,0,"0 urchins. 3 urchins just outside plot.","140",NA,"ten_cool_140","warm_cool_140","warm_10C5","warm_5","warm_cool"
"1094","third",2023-06-28,"warm","10W5","10W","5","red","warm","ten","Lauren Dykman",14,0,NA,NA,4,"4 urchins, 2 cucumbers","140",NA,"ten_warm_140","warm_warm_140","warm_10W5","warm_5","warm_warm"
"1095","third",2023-06-28,"warm","10W5","10W","5","red","warm","ten","Lauren Dykman",14,0,NA,NA,4,"4 urchins, 2 cucumbers","140",NA,"ten_warm_140","warm_warm_140","warm_10W5","warm_5","warm_warm"
"1096","third",2023-06-28,"warm","10W5","10W","5","red","warm","ten","Lauren Dykman",14,0,NA,NA,4,"4 urchins, 2 cucumbers","140",NA,"ten_warm_140","warm_warm_140","warm_10W5","warm_5","warm_warm"
"1097","third",2023-06-28,"warm","10W5","10W","5","red","warm","ten","Lauren Dykman",14,0,NA,NA,4,"4 urchins, 2 cucumbers","140",NA,"ten_warm_140","warm_warm_140","warm_10W5","warm_5","warm_warm"
"1098","third",2023-06-28,"warm","10W5","10W","5","red","warm","ten","Lauren Dykman",14,0,NA,NA,4,"4 urchins, 2 cucumbers","140",NA,"ten_warm_140","warm_warm_140","warm_10W5","warm_5","warm_warm"
"1099","third",2023-06-28,"warm","2C5","2C","5","blue","cool","two","Lauren Dykman",14,1,420,NA,0,"0 urchins. Covered by Agarum. 0 bulbs, 8 blades, 2 stipes, upright, blade collected.","140",42,"two_cool_140","warm_cool_140","warm_2C5","warm_5","warm_cool"
"1100","third",2023-06-28,"warm","2C5","2C","5","blue","cool","two","Clay Steell",14,1,NA,NA,0,"0 urchins. Covered by Agarum","140",NA,"two_cool_140","warm_cool_140","warm_2C5","warm_5","warm_cool"
"1101","third",2023-06-28,"warm","2C5","2C","5","blue","cool","two","Clay Steell",14,1,NA,NA,0,"0 urchins. Covered by Agarum","140",NA,"two_cool_140","warm_cool_140","warm_2C5","warm_5","warm_cool"
"1102","third",2023-06-28,"warm","2C5","2C","5","blue","cool","two","Clay Steell",14,1,NA,NA,0,"0 urchins. Covered by Agarum","140",NA,"two_cool_140","warm_cool_140","warm_2C5","warm_5","warm_cool"
"1103","third",2023-06-28,"warm","2C5","2C","5","blue","cool","two","Clay Steell",14,1,NA,NA,0,"0 urchins. Covered by Agarum","140",NA,"two_cool_140","warm_cool_140","warm_2C5","warm_5","warm_cool"
"1104","third",2023-06-27,"warm","2W5","2W","5","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W5","warm_5","warm_warm"
"1105","third",2023-06-27,"warm","2W5","2W","5","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W5","warm_5","warm_warm"
"1106","third",2023-06-27,"warm","2W5","2W","5","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W5","warm_5","warm_warm"
"1107","third",2023-06-27,"warm","2W5","2W","5","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W5","warm_5","warm_warm"
"1108","third",2023-06-27,"warm","2W5","2W","5","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W5","warm_5","warm_warm"
"1109","third",2023-06-28,"warm","10C6","10C","6","green","cool","ten","Clay Steell",16,1,NA,NA,0,"0 urchins","140",NA,"ten_cool_140","warm_cool_140","warm_10C6","warm_6","warm_cool"
"1110","third",2023-06-28,"warm","10C6","10C","6","green","cool","ten","Clay Steell",16,1,NA,NA,0,"0 urchins","140",NA,"ten_cool_140","warm_cool_140","warm_10C6","warm_6","warm_cool"
"1111","third",2023-06-28,"warm","10C6","10C","6","green","cool","ten","Clay Steell",16,1,NA,NA,0,"0 urchins","140",NA,"ten_cool_140","warm_cool_140","warm_10C6","warm_6","warm_cool"
"1112","third",2023-06-28,"warm","10C6","10C","6","green","cool","ten","Clay Steell",16,1,NA,NA,0,"0 urchins","140",NA,"ten_cool_140","warm_cool_140","warm_10C6","warm_6","warm_cool"
"1113","third",2023-06-28,"warm","10C6","10C","6","green","cool","ten","Clay Steell",16,1,NA,NA,0,"0 urchins","140",NA,"ten_cool_140","warm_cool_140","warm_10C6","warm_6","warm_cool"
"1114","third",2023-06-28,"warm","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"","140",NA,"ten_warm_140","warm_warm_140","warm_10W6","warm_6","warm_warm"
"1115","third",2023-06-28,"warm","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"","140",NA,"ten_warm_140","warm_warm_140","warm_10W6","warm_6","warm_warm"
"1116","third",2023-06-28,"warm","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"","140",NA,"ten_warm_140","warm_warm_140","warm_10W6","warm_6","warm_warm"
"1117","third",2023-06-28,"warm","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"","140",NA,"ten_warm_140","warm_warm_140","warm_10W6","warm_6","warm_warm"
"1118","third",2023-06-28,"warm","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,0,"","140",NA,"ten_warm_140","warm_warm_140","warm_10W6","warm_6","warm_warm"
"1119","third",2023-06-28,"warm","2C6","2C","6","blue","cool","two","Lauren Dykman",14,0,NA,NA,1,"1 urchin","140",NA,"two_cool_140","warm_cool_140","warm_2C6","warm_6","warm_cool"
"1120","third",2023-06-28,"warm","2C6","2C","6","blue","cool","two","Lauren Dykman",14,0,NA,NA,1,"1 urchin","140",NA,"two_cool_140","warm_cool_140","warm_2C6","warm_6","warm_cool"
"1121","third",2023-06-28,"warm","2C6","2C","6","blue","cool","two","Lauren Dykman",14,0,NA,NA,1,"1 urchin","140",NA,"two_cool_140","warm_cool_140","warm_2C6","warm_6","warm_cool"
"1122","third",2023-06-28,"warm","2C6","2C","6","blue","cool","two","Lauren Dykman",14,0,NA,NA,1,"1 urchin","140",NA,"two_cool_140","warm_cool_140","warm_2C6","warm_6","warm_cool"
"1123","third",2023-06-28,"warm","2C6","2C","6","blue","cool","two","Lauren Dykman",14,0,NA,NA,1,"1 urchin","140",NA,"two_cool_140","warm_cool_140","warm_2C6","warm_6","warm_cool"
"1124","third",2023-06-27,"warm","2W6","2W","6","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W6","warm_6","warm_warm"
"1125","third",2023-06-27,"warm","2W6","2W","6","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W6","warm_6","warm_warm"
"1126","third",2023-06-27,"warm","2W6","2W","6","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W6","warm_6","warm_warm"
"1127","third",2023-06-27,"warm","2W6","2W","6","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W6","warm_6","warm_warm"
"1128","third",2023-06-27,"warm","2W6","2W","6","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W6","warm_6","warm_warm"
"1130","third",2023-06-27,"warm","10C7","10C","7","orange","cool","ten","Lauren Dykman",NA,0,NA,NA,4,"4 urchins","140",NA,"ten_cool_140","warm_cool_140","warm_10C7","warm_7","warm_cool"
"1131","third",2023-06-27,"warm","10C7","10C","7","orange","cool","ten","Lauren Dykman",NA,0,NA,NA,4,"4 urchins","140",NA,"ten_cool_140","warm_cool_140","warm_10C7","warm_7","warm_cool"
"1132","third",2023-06-27,"warm","10C7","10C","7","orange","cool","ten","Lauren Dykman",NA,0,NA,NA,4,"4 urchins","140",NA,"ten_cool_140","warm_cool_140","warm_10C7","warm_7","warm_cool"
"1133","third",2023-06-27,"warm","10C7","10C","7","orange","cool","ten","Lauren Dykman",NA,0,NA,NA,4,"4 urchins","140",NA,"ten_cool_140","warm_cool_140","warm_10C7","warm_7","warm_cool"
"1134","third",2023-06-27,"warm","10C7","10C","7","orange","cool","ten","Lauren Dykman",NA,0,NA,NA,4,"4 urchins","140",NA,"ten_cool_140","warm_cool_140","warm_10C7","warm_7","warm_cool"
"1135","third",2023-06-27,"warm","10W7","10W","7","red","warm","ten","Clay Steell",NA,0,NA,NA,1,"1 urchin, 30cm Pycnopodia","140",NA,"ten_warm_140","warm_warm_140","warm_10W7","warm_7","warm_warm"
"1136","third",2023-06-27,"warm","10W7","10W","7","red","warm","ten","Clay Steell",NA,0,NA,NA,1,"1 urchin, 30cm Pycnopodia","140",NA,"ten_warm_140","warm_warm_140","warm_10W7","warm_7","warm_warm"
"1137","third",2023-06-27,"warm","10W7","10W","7","red","warm","ten","Clay Steell",NA,0,NA,NA,1,"1 urchin, 30cm Pycnopodia","140",NA,"ten_warm_140","warm_warm_140","warm_10W7","warm_7","warm_warm"
"1138","third",2023-06-27,"warm","10W7","10W","7","red","warm","ten","Clay Steell",NA,0,NA,NA,1,"1 urchin, 30cm Pycnopodia","140",NA,"ten_warm_140","warm_warm_140","warm_10W7","warm_7","warm_warm"
"1139","third",2023-06-27,"warm","10W7","10W","7","red","warm","ten","Clay Steell",NA,0,NA,NA,1,"1 urchin, 30cm Pycnopodia","140",NA,"ten_warm_140","warm_warm_140","warm_10W7","warm_7","warm_warm"
"1140","third",2023-06-27,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins. No wild kelp.","140",NA,"two_cool_140","warm_cool_140","warm_2C7","warm_7","warm_cool"
"1141","third",2023-06-27,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins. No wild kelp.","140",NA,"two_cool_140","warm_cool_140","warm_2C7","warm_7","warm_cool"
"1142","third",2023-06-27,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins. No wild kelp.","140",NA,"two_cool_140","warm_cool_140","warm_2C7","warm_7","warm_cool"
"1143","third",2023-06-27,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins. No wild kelp.","140",NA,"two_cool_140","warm_cool_140","warm_2C7","warm_7","warm_cool"
"1144","third",2023-06-27,"warm","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,0,"0 urchins. No wild kelp.","140",NA,"two_cool_140","warm_cool_140","warm_2C7","warm_7","warm_cool"
"1145","third",2023-06-27,"warm","2W7","2W","7","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W7","warm_7","warm_warm"
"1146","third",2023-06-27,"warm","2W7","2W","7","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W7","warm_7","warm_warm"
"1147","third",2023-06-27,"warm","2W7","2W","7","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W7","warm_7","warm_warm"
"1148","third",2023-06-27,"warm","2W7","2W","7","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W7","warm_7","warm_warm"
"1149","third",2023-06-27,"warm","2W7","2W","7","orange","warm","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W7","warm_7","warm_warm"
"1150","third",2023-06-28,"warm","10C8","10C","8","green","cool","ten","Clay Steell",13,2,290,27,0,"0 bulbs, 3 blades, 2 stipes, blade collected, loose, Clay burried it.","140",29,"ten_cool_140","warm_cool_140","warm_10C8","warm_8","warm_cool"
"1151","third",2023-06-28,"warm","10C8","10C","8","green","cool","ten","Lauren Dykman",13,2,520,80,0,"Grew onto larger rock. 1.7cm bulb diameters, 2 bulbs, 3 blades, 2 stipes, upright, blade collected.","140",52,"ten_cool_140","warm_cool_140","warm_10C8","warm_8","warm_cool"
"1152","third",2023-06-28,"warm","10C8","10C","8","green","cool","ten","Lauren Dykman",13,2,NA,NA,0,"","140",NA,"ten_cool_140","warm_cool_140","warm_10C8","warm_8","warm_cool"
"1153","third",2023-06-28,"warm","10C8","10C","8","green","cool","ten","Lauren Dykman",13,2,NA,NA,0,"","140",NA,"ten_cool_140","warm_cool_140","warm_10C8","warm_8","warm_cool"
"1154","third",2023-06-28,"warm","10C8","10C","8","green","cool","ten","Lauren Dykman",13,2,NA,NA,0,"","140",NA,"ten_cool_140","warm_cool_140","warm_10C8","warm_8","warm_cool"
"1155","third",2023-06-28,"warm","10W8","10W","8","red","warm","ten","Lauren Dykman",14,0,NA,NA,0,"0 urchins. 1 wild set on rock.","140",NA,"ten_warm_140","warm_warm_140","warm_10W8","warm_8","warm_warm"
"1156","third",2023-06-28,"warm","10W8","10W","8","red","warm","ten","Lauren Dykman",14,0,NA,NA,0,"0 urchins. 1 wild set on rock.","140",NA,"ten_warm_140","warm_warm_140","warm_10W8","warm_8","warm_warm"
"1157","third",2023-06-28,"warm","10W8","10W","8","red","warm","ten","Lauren Dykman",14,0,NA,NA,0,"0 urchins. 1 wild set on rock.","140",NA,"ten_warm_140","warm_warm_140","warm_10W8","warm_8","warm_warm"
"1158","third",2023-06-28,"warm","10W8","10W","8","red","warm","ten","Lauren Dykman",14,0,NA,NA,0,"0 urchins. 1 wild set on rock.","140",NA,"ten_warm_140","warm_warm_140","warm_10W8","warm_8","warm_warm"
"1159","third",2023-06-28,"warm","10W8","10W","8","red","warm","ten","Lauren Dykman",14,0,NA,NA,0,"0 urchins. 1 wild set on rock.","140",NA,"ten_warm_140","warm_warm_140","warm_10W8","warm_8","warm_warm"
"1160","third",2023-06-27,"warm","2C8","2C","8","blue","cool","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_cool_140","warm_cool_140","warm_2C8","warm_8","warm_cool"
"1161","third",2023-06-27,"warm","2C8","2C","8","blue","cool","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_cool_140","warm_cool_140","warm_2C8","warm_8","warm_cool"
"1162","third",2023-06-27,"warm","2C8","2C","8","blue","cool","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_cool_140","warm_cool_140","warm_2C8","warm_8","warm_cool"
"1163","third",2023-06-27,"warm","2C8","2C","8","blue","cool","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_cool_140","warm_cool_140","warm_2C8","warm_8","warm_cool"
"1164","third",2023-06-27,"warm","2C8","2C","8","blue","cool","two","Clay Steell",NA,0,NA,NA,0,"0 urchins","140",NA,"two_cool_140","warm_cool_140","warm_2C8","warm_8","warm_cool"
"1165","third",2023-06-28,"warm","2W8","2W","8","orange","warm","two","Clay Steell",4,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W8","warm_8","warm_warm"
"1166","third",2023-06-28,"warm","2W8","2W","8","orange","warm","two","Clay Steell",4,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W8","warm_8","warm_warm"
"1167","third",2023-06-28,"warm","2W8","2W","8","orange","warm","two","Clay Steell",4,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W8","warm_8","warm_warm"
"1168","third",2023-06-28,"warm","2W8","2W","8","orange","warm","two","Clay Steell",4,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W8","warm_8","warm_warm"
"1169","third",2023-06-28,"warm","2W8","2W","8","orange","warm","two","Clay Steell",4,0,NA,NA,0,"0 urchins","140",NA,"two_warm_140","warm_warm_140","warm_2W8","warm_8","warm_warm"
"1170","third",2023-06-26,"cool","10C1","10C","1","green","cool","ten","Clay Steell",4,0,NA,NA,4,"4 urchins, plot burried, covered in Desmarestia","140",NA,"ten_cool_140","cool_cool_140","cool_10C1","cool_1","cool_cool"
"1171","third",2023-06-26,"cool","10C1","10C","1","green","cool","ten","Clay Steell",4,0,NA,NA,4,"4 urchins, plot burried, covered in Desmarestia","140",NA,"ten_cool_140","cool_cool_140","cool_10C1","cool_1","cool_cool"
"1172","third",2023-06-26,"cool","10C1","10C","1","green","cool","ten","Clay Steell",4,0,NA,NA,4,"4 urchins, plot burried, covered in Desmarestia","140",NA,"ten_cool_140","cool_cool_140","cool_10C1","cool_1","cool_cool"
"1173","third",2023-06-26,"cool","10C1","10C","1","green","cool","ten","Clay Steell",4,0,NA,NA,4,"4 urchins, plot burried, covered in Desmarestia","140",NA,"ten_cool_140","cool_cool_140","cool_10C1","cool_1","cool_cool"
"1174","third",2023-06-26,"cool","10C1","10C","1","green","cool","ten","Clay Steell",4,0,NA,NA,4,"4 urchins, plot burried, covered in Desmarestia","140",NA,"ten_cool_140","cool_cool_140","cool_10C1","cool_1","cool_cool"
"1175","third",2023-06-26,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",NA,0,NA,NA,4,"4 wild set kelp, none of our own, much Desmarestia. 0 urchins.","140",NA,"ten_warm_140","cool_warm_140","cool_10W1","cool_1","cool_warm"
"1176","third",2023-06-26,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",NA,0,NA,NA,4,"4 wild set kelp, none of our own, much Desmarestia. 0 urchins.","140",NA,"ten_warm_140","cool_warm_140","cool_10W1","cool_1","cool_warm"
"1177","third",2023-06-26,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",NA,0,NA,NA,4,"4 wild set kelp, none of our own, much Desmarestia. 0 urchins.","140",NA,"ten_warm_140","cool_warm_140","cool_10W1","cool_1","cool_warm"
"1178","third",2023-06-26,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",NA,0,NA,NA,4,"4 wild set kelp, none of our own, much Desmarestia. 0 urchins.","140",NA,"ten_warm_140","cool_warm_140","cool_10W1","cool_1","cool_warm"
"1179","third",2023-06-26,"cool","10W1","10W","1","red","warm","ten","Lauren Dykman",NA,0,NA,NA,4,"4 wild set kelp, none of our own, much Desmarestia. 0 urchins.","140",NA,"ten_warm_140","cool_warm_140","cool_10W1","cool_1","cool_warm"
"1180","third",2023-06-26,"cool","2C1","2C","1","blue","cool","two","Clay Steell",NA,2,1550,35,0,"0 urchins, 6 bulbs, 6 blades, 4 stipes, upright, blade collected.","140",155,"two_cool_140","cool_cool_140","cool_2C1","cool_1","cool_cool"
"1181","third",2023-06-26,"cool","2C1","2C","1","blue","cool","two","Clay Steell",NA,2,1630,50,0,"0 urchins, 8 bulbs, 5 blades, 2 stipes, upright, blade collected.","140",163,"two_cool_140","cool_cool_140","cool_2C1","cool_1","cool_cool"
"1182","third",2023-06-26,"cool","2C1","2C","1","blue","cool","two","Clay Steell",NA,2,NA,NA,0,"0 urchins. Lots of Desmarestia","140",NA,"two_cool_140","cool_cool_140","cool_2C1","cool_1","cool_cool"
"1183","third",2023-06-26,"cool","2C1","2C","1","blue","cool","two","Clay Steell",NA,2,NA,NA,0,"0 urchins. Lots of Desmarestia","140",NA,"two_cool_140","cool_cool_140","cool_2C1","cool_1","cool_cool"
"1184","third",2023-06-26,"cool","2C1","2C","1","blue","cool","two","Clay Steell",NA,2,NA,NA,0,"0 urchins. Lots of Desmarestia","140",NA,"two_cool_140","cool_cool_140","cool_2C1","cool_1","cool_cool"
"1185","third",2023-06-26,"cool","2W1","2W","1",NA,"warm","two","Lauren Dykman",NA,2,540,45,0,"Near green plot 10C1. 11 bulbs, 13 blades, 2 stipes, upright, blade collected.","140",54,"two_warm_140","cool_warm_140","cool_2W1","cool_1","cool_warm"
"1186","third",2023-06-26,"cool","2W1","2W","1",NA,"warm","two","Lauren Dykman",NA,2,1170,45,0,"Near green plot 10C1. 8 bulbs, 8 blades, 2 stipes, upright, blade collected.","140",117,"two_warm_140","cool_warm_140","cool_2W1","cool_1","cool_warm"
"1187","third",2023-06-26,"cool","2W1","2W","1",NA,"warm","two","Lauren Dykman",NA,2,NA,NA,0,"Near green plot 10C1. 0 urchins; 2 natural recruits; 1 macro ~2 meters","140",NA,"two_warm_140","cool_warm_140","cool_2W1","cool_1","cool_warm"
"1188","third",2023-06-26,"cool","2W1","2W","1",NA,"warm","two","Lauren Dykman",NA,2,NA,NA,0,"Near green plot 10C1. 0 urchins; 2 natural recruits; 1 macro ~2 meters","140",NA,"two_warm_140","cool_warm_140","cool_2W1","cool_1","cool_warm"
"1189","third",2023-06-26,"cool","2W1","2W","1",NA,"warm","two","Lauren Dykman",NA,2,NA,NA,0,"Near green plot 10C1. 0 urchins; 2 natural recruits; 1 macro ~2 meters","140",NA,"two_warm_140","cool_warm_140","cool_2W1","cool_1","cool_warm"
"1191","third",2023-06-26,"cool","10C2","10C","2",NA,"cool","ten","Clay Steell",NA,3,830,50,0,"In thick Desmarestia outside 10C2 1 meter away. 9 bulbs, 2 stipes, upright, blade collected.","140",83,"ten_cool_140","cool_cool_140","cool_10C2","cool_2","cool_cool"
"1192","third",2023-06-26,"cool","10C2","10C","2",NA,"cool","ten","Clay Steell",NA,3,1400,55,0,"In thick Desmarestia outside 10C2 1 meter away. Bulb diameter 1.7cm, 8 bulbs, 8 blades, 1 stipe, upright, blade collected.","140",140,"ten_cool_140","cool_cool_140","cool_10C2","cool_2","cool_cool"
"1193","third",2023-06-26,"cool","10C2","10C","2",NA,"cool","ten","Clay Steell",NA,3,2700,80,0,"In thick Desmarestia outside 10C2 1 meter away. Bulb diameter 1.4cm, 14 bulbs, 14 blades, 2 stipes, upright, blade collected.","140",270,"ten_cool_140","cool_cool_140","cool_10C2","cool_2","cool_cool"
"1194","third",2023-06-26,"cool","10C2","10C","2",NA,"cool","ten","Clay Steell",NA,3,NA,NA,0,"0 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C2","cool_2","cool_cool"
"1195","third",2023-06-26,"cool","10C2","10C","2",NA,"cool","ten","Clay Steell",NA,3,NA,NA,0,"0 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C2","cool_2","cool_cool"
"1196","third",2023-06-26,"cool","10W2","10W","2","red","warm","ten","Lauren Dykman",10,0,NA,NA,5,"5 urchins. Other brown algae and one green gravel stipe eaten.","140",NA,"ten_warm_140","cool_warm_140","cool_10W2","cool_2","cool_warm"
"1197","third",2023-06-26,"cool","10W2","10W","2","red","warm","ten","Lauren Dykman",10,0,NA,NA,5,"5 urchins. Other brown algae and one green gravel stipe eaten.","140",NA,"ten_warm_140","cool_warm_140","cool_10W2","cool_2","cool_warm"
"1198","third",2023-06-26,"cool","10W2","10W","2","red","warm","ten","Lauren Dykman",10,0,NA,NA,5,"5 urchins. Other brown algae and one green gravel stipe eaten.","140",NA,"ten_warm_140","cool_warm_140","cool_10W2","cool_2","cool_warm"
"1199","third",2023-06-26,"cool","10W2","10W","2","red","warm","ten","Lauren Dykman",10,0,NA,NA,5,"5 urchins. Other brown algae and one green gravel stipe eaten.","140",NA,"ten_warm_140","cool_warm_140","cool_10W2","cool_2","cool_warm"
"1200","third",2023-06-26,"cool","10W2","10W","2","red","warm","ten","Lauren Dykman",10,0,NA,NA,5,"5 urchins. Other brown algae and one green gravel stipe eaten.","140",NA,"ten_warm_140","cool_warm_140","cool_10W2","cool_2","cool_warm"
"1201","third",2023-06-26,"cool","2C2","2C","2",NA,"cool","two","Lauren Dykman",NA,0,NA,NA,0,NA,"140",NA,"two_cool_140","cool_cool_140","cool_2C2","cool_2","cool_cool"
"1202","third",2023-06-26,"cool","2C2","2C","2",NA,"cool","two","Lauren Dykman",NA,0,NA,NA,0,NA,"140",NA,"two_cool_140","cool_cool_140","cool_2C2","cool_2","cool_cool"
"1203","third",2023-06-26,"cool","2C2","2C","2",NA,"cool","two","Lauren Dykman",NA,0,NA,NA,0,NA,"140",NA,"two_cool_140","cool_cool_140","cool_2C2","cool_2","cool_cool"
"1204","third",2023-06-26,"cool","2C2","2C","2",NA,"cool","two","Lauren Dykman",NA,0,NA,NA,0,NA,"140",NA,"two_cool_140","cool_cool_140","cool_2C2","cool_2","cool_cool"
"1205","third",2023-06-26,"cool","2C2","2C","2",NA,"cool","two","Lauren Dykman",NA,0,NA,NA,0,NA,"140",NA,"two_cool_140","cool_cool_140","cool_2C2","cool_2","cool_cool"
"1206","third",2023-06-26,"cool","2W2","2W","2","orange","warm","two","Clay Steell",NA,0,NA,NA,7,"7 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W2","cool_2","cool_warm"
"1207","third",2023-06-26,"cool","2W2","2W","2","orange","warm","two","Clay Steell",NA,0,NA,NA,7,"7 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W2","cool_2","cool_warm"
"1208","third",2023-06-26,"cool","2W2","2W","2","orange","warm","two","Clay Steell",NA,0,NA,NA,7,"7 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W2","cool_2","cool_warm"
"1209","third",2023-06-26,"cool","2W2","2W","2","orange","warm","two","Clay Steell",NA,0,NA,NA,7,"7 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W2","cool_2","cool_warm"
