monitoring_period,date,site,plot_id,treatment,replicate_number,tag_color,source_population,parent_number,observer,number_gravels_remaining,number_gravels_with_kelp,length_mm,holdfast_diameter_mm,urchins,notes
second,2023-05-17,Dixon,2W1,2W,1,orange,warm,two,Carolyn McKinnon,15,6,378,9,0,In a kelp forest. 0 urchins.
second,2023-05-17,Dixon,2W1,2W,1,orange,warm,two,Carolyn McKinnon,15,6,420,49,0,In a kelp forest. 0 urchins.
second,2023-05-17,Dixon,2W1,2W,1,orange,warm,two,Carolyn McKinnon,15,6,454,13,0,In a kelp forest. 0 urchins.
second,2023-05-17,Dixon,2W1,2W,1,orange,warm,two,Carolyn McKinnon,15,6,728,42,0,In a kelp forest. 0 urchins.
second,2023-05-17,Dixon,C1,Control,1,yellow,NA,NA,Clay Steell,NA,NA,NA,NA,0,"fallen blades from macro bed, no new recruits"
second,2023-05-17,Dixon,10C2,10C,2,green,cool,ten,Clay Steell,15,11,320,NA,0,1 large agarum
second,2023-05-17,Dixon,10C2,10C,2,green,cool,ten,Clay Steell,15,11,340,NA,0,1 large agarum
second,2023-05-17,Dixon,10C2,10C,2,green,cool,ten,Clay Steell,15,11,390,NA,0,1 large agarum
second,2023-05-17,Dixon,10C2,10C,2,green,cool,ten,Clay Steell,15,11,610,NA,0,1 large agarum
second,2023-05-17,Dixon,10C2,10C,2,green,cool,ten,Clay Steell,15,11,820,NA,0,1 large agarum
second,2023-05-17,Dixon,10W2,10W,2,red,warm,ten,Clay Steell,13,6,80,NA,0,covered by macro bed
second,2023-05-17,Dixon,10W2,10W,2,red,warm,ten,Clay Steell,13,6,100,NA,0,covered by macro bed
second,2023-05-17,Dixon,10W2,10W,2,red,warm,ten,Clay Steell,13,6,130,NA,0,covered by macro bed
second,2023-05-17,Dixon,10W2,10W,2,red,warm,ten,Clay Steell,13,6,210,NA,0,covered by macro bed
second,2023-05-17,Dixon,10W2,10W,2,red,warm,ten,Clay Steell,13,6,280,NA,0,covered by macro bed
second,2023-05-17,Dixon,2C2,2C,2,NA,cool,two,Lauren Dykman,14,10,250,NA,0,
second,2023-05-17,Dixon,2C2,2C,2,NA,cool,two,Lauren Dykman,14,10,280,NA,0,
second,2023-05-17,Dixon,2C2,2C,2,NA,cool,two,Lauren Dykman,14,10,300,NA,0,
second,2023-05-17,Dixon,2C2,2C,2,NA,cool,two,Lauren Dykman,14,10,550,NA,0,
second,2023-05-17,Dixon,2C2,2C,2,NA,cool,two,Lauren Dykman,14,10,570,NA,0,
second,2023-05-17,Dixon,2W2,2W,2,orange,warm,two,Lauren Dykman,12,10,300,25,0,0 urchins.
second,2023-05-17,Dixon,2W2,2W,2,orange,warm,two,Lauren Dykman,12,10,470,NA,0,0 urchins.
second,2023-05-17,Dixon,2W2,2W,2,orange,warm,two,Lauren Dykman,12,10,530,35,0,0 urchins.
second,2023-05-17,Dixon,2W2,2W,2,orange,warm,two,Lauren Dykman,12,10,550,28,0,0 urchins.
second,2023-05-17,Dixon,2W2,2W,2,orange,warm,two,Lauren Dykman,12,10,940,45,0,0 urchins.
second,2023-05-17,Dixon,C2,Control,2,yellow,NA,NA,Carolyn McKinnon,NA,NA,NA,NA,0,"5 natural settlers. Lengths 75mm, 77mm, 82mm, 100mm, 102mm. Could be saccharina."
second,2023-05-17,Dixon,10C3,10C,3,green,cool,ten,Carolyn McKinnon,8,1,,47,0,0 urchins. 1 RIL + 1 BIL
second,2023-05-17,Dixon,10C3,10C,3,green,cool,ten,Carolyn McKinnon,8,1,,NA,0,0 urchins. 1 RIL + 1 BIL
second,2023-05-17,Dixon,10C3,10C,3,green,cool,ten,Carolyn McKinnon,8,1,,NA,0,0 urchins. 1 RIL + 1 BIL
second,2023-05-17,Dixon,10C3,10C,3,green,cool,ten,Carolyn McKinnon,8,1,,NA,0,0 urchins. 1 RIL + 1 BIL
second,2023-05-17,Dixon,10C3,10C,3,green,cool,ten,Carolyn McKinnon,8,1,,NA,0,0 urchins. 1 RIL + 1 BIL
second,2023-05-17,Dixon,10W3,10W,3,red,warm,ten,Carolyn McKinnon,15,0,NA,NA,0,
second,2023-05-17,Dixon,10W3,10W,3,red,warm,ten,Carolyn McKinnon,15,0,NA,NA,0,
second,2023-05-17,Dixon,10W3,10W,3,red,warm,ten,Carolyn McKinnon,15,0,NA,NA,0,
second,2023-05-17,Dixon,10W3,10W,3,red,warm,ten,Carolyn McKinnon,15,0,NA,NA,0,
second,2023-05-17,Dixon,10W3,10W,3,red,warm,ten,Carolyn McKinnon,15,0,NA,NA,0,
second,2023-05-17,Dixon,2C3,2C,3,blue,cool,two,Clay Steell,8,2,240,NA,0,1 large agarum
second,2023-05-17,Dixon,2C3,2C,3,blue,cool,two,Clay Steell,8,2,320,NA,0,1 large agarum
second,2023-05-17,Dixon,2C3,2C,3,blue,cool,two,Clay Steell,8,2,NA,NA,0,
second,2023-05-17,Dixon,2C3,2C,3,blue,cool,two,Clay Steell,8,2,NA,NA,0,
second,2023-05-17,Dixon,2C3,2C,3,blue,cool,two,Clay Steell,8,2,NA,NA,0,
second,2023-05-17,Dixon,2W3,2W,3,orange,warm,two,Clay Steell,13,1,16,NA,0,"3 agarum, turf algae"
second,2023-05-17,Dixon,2W3,2W,3,orange,warm,two,Clay Steell,13,1,NA,NA,0,"3 agarum, turf algae"
second,2023-05-17,Dixon,2W3,2W,3,orange,warm,two,Clay Steell,13,1,NA,NA,0,"3 agarum, turf algae"
second,2023-05-17,Dixon,2W3,2W,3,orange,warm,two,Clay Steell,13,1,NA,NA,0,"3 agarum, turf algae"
second,2023-05-17,Dixon,2W3,2W,3,orange,warm,two,Clay Steell,13,1,NA,NA,0,"3 agarum, turf algae"
second,2023-05-17,Dixon,C3,Control,3,yellow,NA,NA,Lauren Dykman,NA,NA,NA,NA,0,1 recruit
second,2023-05-17,Dixon,10C4,10C,4,green,cool,ten,Lauren Dykman,11,5,230,NA,0,
second,2023-05-17,Dixon,10C4,10C,4,green,cool,ten,Lauren Dykman,11,5,290,NA,0,
second,2023-05-17,Dixon,10C4,10C,4,green,cool,ten,Lauren Dykman,11,5,346,NA,0,
second,2023-05-17,Dixon,10C4,10C,4,green,cool,ten,Lauren Dykman,11,5,350,NA,0,
second,2023-05-17,Dixon,10C4,10C,4,green,cool,ten,Lauren Dykman,11,5,390,NA,0,
second,2023-05-17,Dixon,10W4,10W,4,red,warm,ten,Lauren Dykman,18,3,235,NA,0,
second,2023-05-17,Dixon,10W4,10W,4,red,warm,ten,Lauren Dykman,18,3,440,NA,0,bleached end
second,2023-05-17,Dixon,10W4,10W,4,red,warm,ten,Lauren Dykman,18,3,590,NA,0,bleached end
second,2023-05-17,Dixon,10W4,10W,4,red,warm,ten,Lauren Dykman,18,3,NA,NA,0,
second,2023-05-17,Dixon,10W4,10W,4,red,warm,ten,Lauren Dykman,18,3,NA,NA,0,
second,2023-05-19,Dixon,2C4,2C,4,blue,cool,two,Clay Steell,16,3,75,NA,0,"0 urchin, macro cover"
second,2023-05-19,Dixon,2C4,2C,4,blue,cool,two,Clay Steell,16,3,80,NA,0,"0 urchin, macro cover"
second,2023-05-19,Dixon,2C4,2C,4,blue,cool,two,Clay Steell,16,3,95,NA,0,"0 urchin, macro cover"
second,2023-05-19,Dixon,2C4,2C,4,blue,cool,two,Clay Steell,16,3,NA,NA,0,"0 urchin, macro cover"
second,2023-05-19,Dixon,2C4,2C,4,blue,cool,two,Clay Steell,16,3,NA,NA,0,"0 urchin, macro cover"
second,2023-05-19,Dixon,2W4,2W,4,orange,warm,two,Clay Steell,11,0,NA,NA,0,"0 urchin, macro cover"
second,2023-05-19,Dixon,2W4,2W,4,orange,warm,two,Clay Steell,11,0,NA,NA,0,"0 urchin, macro cover"
second,2023-05-19,Dixon,2W4,2W,4,orange,warm,two,Clay Steell,11,0,NA,NA,0,"0 urchin, macro cover"
second,2023-05-19,Dixon,2W4,2W,4,orange,warm,two,Clay Steell,11,0,NA,NA,0,"0 urchin, macro cover"
second,2023-05-19,Dixon,2W4,2W,4,orange,warm,two,Clay Steell,11,0,NA,NA,0,"0 urchin, macro cover"
second,2023-05-17,Dixon,C4,Control,4,yellow,NA,NA,Clay Steell,NA,NA,NA,NA,0,"prostrate macro, sargassum"
second,2023-05-17,Dixon,10C5,10C,5,green,cool,ten,Clay Steell,14,0,NA,NA,0,
second,2023-05-17,Dixon,10C5,10C,5,green,cool,ten,Clay Steell,14,0,NA,NA,0,
second,2023-05-17,Dixon,10C5,10C,5,green,cool,ten,Clay Steell,14,0,NA,NA,0,
second,2023-05-17,Dixon,10C5,10C,5,green,cool,ten,Clay Steell,14,0,NA,NA,0,
second,2023-05-17,Dixon,10C5,10C,5,green,cool,ten,Clay Steell,14,0,NA,NA,0,
second,2023-05-17,Dixon,10W5,10W,5,red,warm,ten,Clay Steell,17,1,32,NA,0,2 large agarum
second,2023-05-17,Dixon,10W5,10W,5,red,warm,ten,Clay Steell,17,1,NA,NA,0,2 large agarum
second,2023-05-17,Dixon,10W5,10W,5,red,warm,ten,Clay Steell,17,1,NA,NA,0,2 large agarum
second,2023-05-17,Dixon,10W5,10W,5,red,warm,ten,Clay Steell,17,1,NA,NA,0,2 large agarum
second,2023-05-17,Dixon,10W5,10W,5,red,warm,ten,Clay Steell,17,1,NA,NA,0,2 large agarum
second,2023-05-17,Dixon,2C5,2C,5,blue,cool,two,Clay Steell,16,3,70,NA,0,2 agarum
second,2023-05-17,Dixon,2C5,2C,5,blue,cool,two,Clay Steell,16,3,100,NA,0,2 agarum
second,2023-05-17,Dixon,2C5,2C,5,blue,cool,two,Clay Steell,16,3,360,NA,0,2 agarum
second,2023-05-17,Dixon,2C5,2C,5,blue,cool,two,Clay Steell,16,3,NA,NA,0,2 agarum
second,2023-05-17,Dixon,2C5,2C,5,blue,cool,two,Clay Steell,16,3,NA,NA,0,2 agarum
second,2023-05-17,Dixon,2W5,2W,5,orange,warm,two,Lauren Dykman,14,0,NA,NA,0,"2 bat star, 1 cucumber"
second,2023-05-17,Dixon,2W5,2W,5,orange,warm,two,Lauren Dykman,14,0,NA,NA,0,"2 bat star, 1 cucumber"
second,2023-05-17,Dixon,2W5,2W,5,orange,warm,two,Lauren Dykman,14,0,NA,NA,0,"2 bat star, 1 cucumber"
second,2023-05-17,Dixon,2W5,2W,5,orange,warm,two,Lauren Dykman,14,0,NA,NA,0,"2 bat star, 1 cucumber"
second,2023-05-17,Dixon,2W5,2W,5,orange,warm,two,Lauren Dykman,14,0,NA,NA,0,"2 bat star, 1 cucumber"
second,2023-05-17,Dixon,C5,Control,5,yellow,NA,NA,Carolyn McKinnon,NA,NA,NA,NA,0,0 natural recruits
second,2023-05-17,Dixon,10C6,10C,6,green,cool,ten,Carolyn McKinnon,19,2,97,NA,0,0 urchins. Big costaria.
second,2023-05-17,Dixon,10C6,10C,6,green,cool,ten,Carolyn McKinnon,19,2,815,NA,0,0 urchins. Big costaria.
second,2023-05-17,Dixon,10C6,10C,6,green,cool,ten,Carolyn McKinnon,19,2,NA,NA,0,0 urchins. Big costaria.
second,2023-05-17,Dixon,10C6,10C,6,green,cool,ten,Carolyn McKinnon,19,2,NA,NA,0,0 urchins. Big costaria.
second,2023-05-17,Dixon,10C6,10C,6,green,cool,ten,Carolyn McKinnon,19,2,NA,NA,0,0 urchins. Big costaria.
second,2023-05-17,Dixon,10W6,10W,6,red,warm,ten,Carolyn McKinnon,15,0,NA,NA,0,0 urchins
second,2023-05-17,Dixon,10W6,10W,6,red,warm,ten,Carolyn McKinnon,15,0,NA,NA,0,0 urchins
second,2023-05-17,Dixon,10W6,10W,6,red,warm,ten,Carolyn McKinnon,15,0,NA,NA,0,0 urchins
second,2023-05-17,Dixon,10W6,10W,6,red,warm,ten,Carolyn McKinnon,15,0,NA,NA,0,0 urchins
second,2023-05-17,Dixon,10W6,10W,6,red,warm,ten,Carolyn McKinnon,15,0,NA,NA,0,0 urchins
second,2023-05-17,Dixon,2C6,2C,6,blue,cool,two,Clay Steell,15,6,220,NA,0,"0 urchins, nudibranch, pycnopodia"
second,2023-05-17,Dixon,2C6,2C,6,blue,cool,two,Clay Steell,15,6,270,NA,0,"0 urchins, nudibranch, pycnopodia"
second,2023-05-17,Dixon,2C6,2C,6,blue,cool,two,Clay Steell,15,6,320,NA,0,"0 urchins, nudibranch, pycnopodia"
second,2023-05-17,Dixon,2C6,2C,6,blue,cool,two,Clay Steell,15,6,320,NA,0,"0 urchins, nudibranch, pycnopodia"
second,2023-05-17,Dixon,2C6,2C,6,blue,cool,two,Clay Steell,15,6,420,NA,0,"0 urchins, nudibranch, pycnopodia"
second,2023-05-17,Dixon,2W6,2W,6,orange,warm,two,Clay Steell,15,0,NA,NA,0,"0 urchins, agarum fronds"
second,2023-05-17,Dixon,2W6,2W,6,orange,warm,two,Clay Steell,15,0,NA,NA,0,"0 urchins, agarum fronds"
second,2023-05-17,Dixon,2W6,2W,6,orange,warm,two,Clay Steell,15,0,NA,NA,0,"0 urchins, agarum fronds"
second,2023-05-17,Dixon,2W6,2W,6,orange,warm,two,Clay Steell,15,0,NA,NA,0,"0 urchins, agarum fronds"
second,2023-05-17,Dixon,2W6,2W,6,orange,warm,two,Clay Steell,15,0,NA,NA,0,"0 urchins, agarum fronds"
second,2023-05-17,Dixon,C6,Control,6,yellow,NA,NA,Lauren Dykman,NA,NA,NA,NA,0,1 giant kelp recruit on a snail
second,2023-05-17,Dixon,10C7,10C,7,green,cool,ten,Lauren Dykman,15,0,NA,NA,2,2 urchins
second,2023-05-17,Dixon,10C7,10C,7,green,cool,ten,Lauren Dykman,15,0,NA,NA,2,2 urchins
second,2023-05-17,Dixon,10C7,10C,7,green,cool,ten,Lauren Dykman,15,0,NA,NA,2,2 urchins
second,2023-05-17,Dixon,10C7,10C,7,green,cool,ten,Lauren Dykman,15,0,NA,NA,2,2 urchins
second,2023-05-17,Dixon,10C7,10C,7,green,cool,ten,Lauren Dykman,15,0,NA,NA,2,2 urchins
second,2023-05-17,Dixon,10W7,10W,7,red,warm,ten,Lauren Dykman,16,0,NA,NA,0,0 urchins
second,2023-05-17,Dixon,10W7,10W,7,red,warm,ten,Lauren Dykman,16,0,NA,NA,0,0 urchins
second,2023-05-17,Dixon,10W7,10W,7,red,warm,ten,Lauren Dykman,16,0,NA,NA,0,0 urchins
second,2023-05-17,Dixon,10W7,10W,7,red,warm,ten,Lauren Dykman,16,0,NA,NA,0,0 urchins
second,2023-05-17,Dixon,10W7,10W,7,red,warm,ten,Lauren Dykman,16,0,NA,NA,0,0 urchins
second,2023-05-17,Dixon,2C7,2C,7,blue,cool,two,Carolyn McKinnon,16,0,NA,NA,1,1 urchin.
second,2023-05-17,Dixon,2C7,2C,7,blue,cool,two,Carolyn McKinnon,16,0,NA,NA,1,1 urchin.
second,2023-05-17,Dixon,2C7,2C,7,blue,cool,two,Carolyn McKinnon,16,0,NA,NA,1,1 urchin.
second,2023-05-17,Dixon,2C7,2C,7,blue,cool,two,Carolyn McKinnon,16,0,NA,NA,1,1 urchin.
second,2023-05-17,Dixon,2C7,2C,7,blue,cool,two,Carolyn McKinnon,16,0,NA,NA,1,1 urchin.
second,2023-05-17,Dixon,2W7,2W,7,orange,warm,two,Carolyn McKinnon,14,0,NA,NA,1,1 urchin. Desmarestia on bag.
second,2023-05-17,Dixon,2W7,2W,7,orange,warm,two,Carolyn McKinnon,14,0,NA,NA,1,1 urchin. Desmarestia on bag.
second,2023-05-17,Dixon,2W7,2W,7,orange,warm,two,Carolyn McKinnon,14,0,NA,NA,1,1 urchin. Desmarestia on bag.
second,2023-05-17,Dixon,2W7,2W,7,orange,warm,two,Carolyn McKinnon,14,0,NA,NA,1,1 urchin. Desmarestia on bag.
second,2023-05-17,Dixon,2W7,2W,7,orange,warm,two,Carolyn McKinnon,14,0,NA,NA,1,1 urchin. Desmarestia on bag.
second,2023-05-17,Dixon,C7,Control,7,yellow,NA,NA,Clay Steell,NA,NA,470,NA,0,large log in plot
second,2023-05-17,Dixon,10C8,10C,8,green,cool,ten,Clay Steell,16,7,500,NA,0,large holdfasts
second,2023-05-17,Dixon,10C8,10C,8,green,cool,ten,Clay Steell,16,7,510,NA,0,large holdfasts
second,2023-05-17,Dixon,10C8,10C,8,green,cool,ten,Clay Steell,16,7,530,NA,0,large holdfasts
second,2023-05-17,Dixon,10C8,10C,8,green,cool,ten,Clay Steell,16,7,540,NA,0,large holdfasts
second,2023-05-17,Dixon,10C8,10C,8,green,cool,ten,Clay Steell,16,7,910,NA,0,large holdfasts
second,2023-05-17,Dixon,10W8,10W,8,red,warm,ten,Clay Steell,14,1,125,NA,0,1.2m wild macro blade
second,2023-05-17,Dixon,10W8,10W,8,red,warm,ten,Clay Steell,14,1,NA,NA,0,1.2m wild macro blade
second,2023-05-17,Dixon,10W8,10W,8,red,warm,ten,Clay Steell,14,1,NA,NA,0,1.2m wild macro blade
second,2023-05-17,Dixon,10W8,10W,8,red,warm,ten,Clay Steell,14,1,NA,NA,0,1.2m wild macro blade
second,2023-05-17,Dixon,10W8,10W,8,red,warm,ten,Clay Steell,14,1,NA,NA,0,1.2m wild macro blade
second,2023-05-17,Dixon,2C8,2C,8,blue,cool,two,Lauren Dykman,18,0,NA,NA,0,1 natural recruit
second,2023-05-17,Dixon,2C8,2C,8,blue,cool,two,Lauren Dykman,18,0,NA,NA,0,1 natural recruit
second,2023-05-17,Dixon,2C8,2C,8,blue,cool,two,Lauren Dykman,18,0,NA,NA,0,1 natural recruit
second,2023-05-17,Dixon,2C8,2C,8,blue,cool,two,Lauren Dykman,18,0,NA,NA,0,1 natural recruit
second,2023-05-17,Dixon,2C8,2C,8,blue,cool,two,Lauren Dykman,18,0,NA,NA,0,1 natural recruit
second,2023-05-17,Dixon,2W8,2W,8,orange,warm,two,Lauren Dykman,12,11,620,30,0,kelp fish
second,2023-05-17,Dixon,2W8,2W,8,orange,warm,two,Lauren Dykman,12,11,640,45,0,kelp fish
second,2023-05-17,Dixon,2W8,2W,8,orange,warm,two,Lauren Dykman,12,11,760,30,0,kelp fish
second,2023-05-17,Dixon,2W8,2W,8,orange,warm,two,Lauren Dykman,12,11,800,60,0,kelp fish
second,2023-05-17,Dixon,2W8,2W,8,orange,warm,two,Lauren Dykman,12,11,1150,50,0,kelp fish
second,2023-05-17,Dixon,C8,Control,8,yellow,NA,NA,Carolyn McKinnon,NA,NA,NA,NA,0,0 natural recruits.
second,2023-05-16,Ed King,10C1,10C,1,green,cool,ten,Clay Steell,12,2,380,NA,0,"thick natural kelp, desom"
second,2023-05-16,Ed King,10C1,10C,1,green,cool,ten,Clay Steell,12,2,450,NA,0,"thick natural kelp, desom"
second,2023-05-16,Ed King,10C1,10C,1,green,cool,ten,Clay Steell,12,2,NA,NA,0,"thick natural kelp, desom"
second,2023-05-16,Ed King,10C1,10C,1,green,cool,ten,Clay Steell,12,2,NA,NA,0,"thick natural kelp, desom"
second,2023-05-16,Ed King,10C1,10C,1,green,cool,ten,Clay Steell,12,2,NA,NA,0,"thick natural kelp, desom"
second,2023-05-16,Ed King,10W1,10W,1,red,warm,ten,Lauren Dykman,10,5,70,5,0,Estimated survivorship because too much algae cover. No floats yet.
second,2023-05-16,Ed King,10W1,10W,1,red,warm,ten,Lauren Dykman,10,5,100,8,0,Estimated survivorship because too much algae cover. No floats yet.
second,2023-05-16,Ed King,10W1,10W,1,red,warm,ten,Lauren Dykman,10,5,120,5,0,Estimated survivorship because too much algae cover. No floats yet.
second,2023-05-16,Ed King,10W1,10W,1,red,warm,ten,Lauren Dykman,10,5,290,12,0,Estimated survivorship because too much algae cover. No floats yet.
second,2023-05-16,Ed King,10W1,10W,1,red,warm,ten,Lauren Dykman,10,5,NA,NA,0,Estimated survivorship because too much algae cover. No floats yet.
second,2023-05-16,Ed King,2C1,2C,1,blue,cool,two,Lauren Dykman,10,5,170,NA,0,Estimated survivorship because too much algae cover. No floats yet.
second,2023-05-16,Ed King,2C1,2C,1,blue,cool,two,Lauren Dykman,10,5,290,NA,0,Estimated survivorship because too much algae cover. No floats yet.
second,2023-05-16,Ed King,2C1,2C,1,blue,cool,two,Lauren Dykman,10,5,480,NA,0,Estimated survivorship because too much algae cover. Three floats.
second,2023-05-16,Ed King,2C1,2C,1,blue,cool,two,Lauren Dykman,10,5,550,NA,0,Estimated survivorship because too much algae cover. Two floats.
second,2023-05-16,Ed King,2C1,2C,1,blue,cool,two,Lauren Dykman,10,5,NA,NA,0,Estimated survivorship because too much algae cover.
second,2023-05-16,Ed King,2W1,2W,1,orange,warm,two,Clay Steell,9,4,60,NA,0,"thick natural kelp, natural macro"
second,2023-05-16,Ed King,2W1,2W,1,orange,warm,two,Clay Steell,9,4,80,NA,0,"thick natural kelp, natural macro"
second,2023-05-16,Ed King,2W1,2W,1,orange,warm,two,Clay Steell,9,4,330,NA,0,"thick natural kelp, natural macro"
second,2023-05-16,Ed King,2W1,2W,1,orange,warm,two,Clay Steell,9,4,610,NA,0,"thick natural kelp, natural macro"
second,2023-05-16,Ed King,2W1,2W,1,orange,warm,two,Clay Steell,9,4,NA,NA,0,"thick natural kelp, natural macro"
second,2023-05-16,Ed King,C1,Control,1,yellow,NA,NA,Lauren Dykman,NA,NA,670,90,0,9 natural kelp recruits. Measured one that had 6 floats.
second,2023-05-16,Ed King,10C2,10C,2,green,cool,ten,Lauren Dykman,NA,3,410,NA,0,too covered in algae to see gravels. Saw 3 kelps growing from green gravel but could not estimate survivorship.
second,2023-05-16,Ed King,10C2,10C,2,green,cool,ten,Lauren Dykman,NA,3,570,NA,0,too covered in algae to see gravels. Saw 3 kelps growing from green gravel but could not estimate survivorship.
second,2023-05-16,Ed King,10C2,10C,2,green,cool,ten,Lauren Dykman,NA,3,NA,NA,0,too covered in algae to see gravels. Saw 3 kelps growing from green gravel but could not estimate survivorship.
second,2023-05-16,Ed King,10C2,10C,2,green,cool,ten,Lauren Dykman,NA,3,NA,NA,0,too covered in algae to see gravels. Saw 3 kelps growing from green gravel but could not estimate survivorship.
second,2023-05-16,Ed King,10C2,10C,2,green,cool,ten,Lauren Dykman,NA,3,NA,NA,0,too covered in algae to see gravels. Saw 3 kelps growing from green gravel but could not estimate survivorship.
second,2023-05-16,Ed King,10W2,10W,2,red,warm,ten,Clay Steell,14,4,80,NA,10,10 urchins
second,2023-05-16,Ed King,10W2,10W,2,red,warm,ten,Clay Steell,14,4,100,NA,10,10 urchins
second,2023-05-16,Ed King,10W2,10W,2,red,warm,ten,Clay Steell,14,4,110,NA,10,10 urchins
second,2023-05-16,Ed King,10W2,10W,2,red,warm,ten,Clay Steell,14,4,120,NA,10,10 urchins
second,2023-05-16,Ed King,10W2,10W,2,red,warm,ten,Clay Steell,14,4,NA,NA,10,10 urchins
second,2023-05-16,Ed King,2C2,2C,2,blue,cool,two,Clay Steell,15,0,NA,NA,0,
second,2023-05-16,Ed King,2C2,2C,2,blue,cool,two,Clay Steell,15,0,NA,NA,0,
second,2023-05-16,Ed King,2C2,2C,2,blue,cool,two,Clay Steell,15,0,NA,NA,0,
second,2023-05-16,Ed King,2C2,2C,2,blue,cool,two,Clay Steell,15,0,NA,NA,0,
second,2023-05-16,Ed King,2C2,2C,2,blue,cool,two,Clay Steell,15,0,NA,NA,0,
second,2023-05-16,Ed King,2W2,2W,2,orange,warm,two,Lauren Dykman,16,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,2W2,2W,2,orange,warm,two,Lauren Dykman,16,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,2W2,2W,2,orange,warm,two,Lauren Dykman,16,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,2W2,2W,2,orange,warm,two,Lauren Dykman,16,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,2W2,2W,2,orange,warm,two,Lauren Dykman,16,0,NA,NA,5,5 urchins
second,2023-05-16,Ed King,C2,Control,2,yellow,NA,NA,Clay Steell,NA,NA,NA,NA,6,6 urchins
second,2023-05-18,Ed King,10C3,10C,3,green,cool,ten,Clay Steell,9,6,80,NA,4,"4 urchins, grazed"
second,2023-05-18,Ed King,10C3,10C,3,green,cool,ten,Clay Steell,9,6,160,NA,4,"4 urchins, grazed"
second,2023-05-18,Ed King,10C3,10C,3,green,cool,ten,Clay Steell,9,6,200,NA,4,"4 urchins, grazed"
second,2023-05-18,Ed King,10C3,10C,3,green,cool,ten,Clay Steell,9,6,680,NA,4,"4 urchins, grazed"
second,2023-05-18,Ed King,10C3,10C,3,green,cool,ten,Clay Steell,9,6,1250,NA,4,"4 urchins, grazed"
second,2023-05-16,Ed King,10W3,10W,3,red,warm,ten,Lauren Dykman,16,0,NA,NA,4,"4 urchins, 1 star"
second,2023-05-16,Ed King,10W3,10W,3,red,warm,ten,Lauren Dykman,16,0,NA,NA,4,"4 urchins, 1 star"
second,2023-05-16,Ed King,10W3,10W,3,red,warm,ten,Lauren Dykman,16,0,NA,NA,4,"4 urchins, 1 star"
second,2023-05-16,Ed King,10W3,10W,3,red,warm,ten,Lauren Dykman,16,0,NA,NA,4,"4 urchins, 1 star"
second,2023-05-16,Ed King,10W3,10W,3,red,warm,ten,Lauren Dykman,16,0,NA,NA,4,"4 urchins, 1 star"
second,2023-05-16,Ed King,2C3,2C,3,blue,cool,two,Lauren Dykman,17,0,NA,NA,1,1 urchin
second,2023-05-16,Ed King,2C3,2C,3,blue,cool,two,Lauren Dykman,17,0,NA,NA,1,1 urchin
second,2023-05-16,Ed King,2C3,2C,3,blue,cool,two,Lauren Dykman,17,0,NA,NA,1,1 urchin
second,2023-05-16,Ed King,2C3,2C,3,blue,cool,two,Lauren Dykman,17,0,NA,NA,1,1 urchin
second,2023-05-16,Ed King,2C3,2C,3,blue,cool,two,Lauren Dykman,17,0,NA,NA,1,1 urchin
second,2023-05-18,Ed King,2W3,2W,3,orange,warm,two,Clay Steell,11,3,200,NA,6,"6 urchins, grazed"
second,2023-05-18,Ed King,2W3,2W,3,orange,warm,two,Clay Steell,11,3,230,NA,6,"6 urchins, grazed"
second,2023-05-18,Ed King,2W3,2W,3,orange,warm,two,Clay Steell,11,3,1110,NA,6,"6 urchins, grazed"
second,2023-05-18,Ed King,2W3,2W,3,orange,warm,two,Clay Steell,11,3,NA,NA,6,"6 urchins, grazed"
second,2023-05-18,Ed King,2W3,2W,3,orange,warm,two,Clay Steell,11,3,NA,NA,6,"6 urchins, grazed"
second,2023-05-18,Ed King,C3,Control,3,orange,NA,NA,Avril Hann,NA,NA,895,NA,0,"1 natural recruit, chondrocanthus, desmarestia, nereocystis"
second,2023-05-18,Ed King,10C4,10C,4,green,cool,ten,Avril Hann,16,0,NA,NA,0,9 tiny pycnopodia
second,2023-05-18,Ed King,10C4,10C,4,green,cool,ten,Avril Hann,16,0,NA,NA,0,9 tiny pycnopodia
second,2023-05-18,Ed King,10C4,10C,4,green,cool,ten,Avril Hann,16,0,NA,NA,0,9 tiny pycnopodia
second,2023-05-18,Ed King,10C4,10C,4,green,cool,ten,Avril Hann,16,0,NA,NA,0,9 tiny pycnopodia
second,2023-05-18,Ed King,10C4,10C,4,green,cool,ten,Avril Hann,16,0,NA,NA,0,9 tiny pycnopodia
second,2023-05-18,Ed King,10W4,10W,4,red,warm,ten,Clay Steell,14,0,NA,NA,6,6 urchins
second,2023-05-18,Ed King,10W4,10W,4,red,warm,ten,Clay Steell,14,0,NA,NA,6,6 urchins
second,2023-05-18,Ed King,10W4,10W,4,red,warm,ten,Clay Steell,14,0,NA,NA,6,6 urchins
second,2023-05-18,Ed King,10W4,10W,4,red,warm,ten,Clay Steell,14,0,NA,NA,6,6 urchins
second,2023-05-18,Ed King,10W4,10W,4,red,warm,ten,Clay Steell,14,0,NA,NA,6,6 urchins
